,image_name,coarse_grained_class,caption,class_id
479,eval/images/ape_394638fc8b_3_00095.jpg,ape,* is behind the thin diagonal pole.,ape_394638fc8b_3
480,eval/images/ape_669b572898_2_00175.jpg,ape,* is stepping over a large crack in the ground.,ape_669b572898_2
481,eval/images/person_69c67f109f_3_00175.jpg,person,an * watching another person surf.,person_69c67f109f_3
482,eval/images/zebra_076f206928_1_00095.jpg,zebra,* appears to lie under the rear of a zebra.,zebra_076f206928_1
483,eval/images/person_2c1a94ebfb_2_00090.jpg,person,an * wearing a yellow shirt and jeans.,person_2c1a94ebfb_2
484,eval/images/duck_c8d79e3163_2_00175.jpg,duck,a black * floats in the water.,duck_c8d79e3163_2
485,eval/images/fox_89363acf76_3_00145.jpg,fox,an * behind the rest of the foxes.,fox_89363acf76_3
486,eval/images/parrot_5e08de0ed7_1_00175.jpg,parrot,an * perched inside a cage.,parrot_5e08de0ed7_1
487,eval/images/sheep_3db1ddb8cf_1_00175.jpg,sheep,an * in the middle of the group.,sheep_3db1ddb8cf_1
488,eval/images/dolphin_847eeeb2e0_2_00175.jpg,dolphin,* is directly behind a dolphin's tail end.,dolphin_847eeeb2e0_2
489,eval/images/bear_e3e3245492_2_00150.jpg,bear,an * very close to the big bear.,bear_e3e3245492_2
490,eval/images/lizard_4f827b0751_3_00140.jpg,lizard,a grey and yellow *.,lizard_4f827b0751_3
491,eval/images/parrot_1122c1d16a_3_00175.jpg,parrot,* is in the hand with its index finger extended and visible.,parrot_1122c1d16a_3
492,eval/images/ape_669b572898_3_00175.jpg,ape,an * walking behind another ape.,ape_669b572898_3
493,eval/images/bird_967bffe201_1_00090.jpg,bird,an * by the highest mound,bird_967bffe201_1
494,eval/images/sheep_c8a46ff0c8_5_00145.jpg,sheep,"* stands parallel to the sheep closest to the white rail, but facing the opposite way.",sheep_c8a46ff0c8_5
495,eval/images/person_3af847e62f_2_00090.jpg,person,* is holding the head of the black animal.,person_3af847e62f_2
496,eval/images/bear_7f3658460e_2_00090.jpg,bear,a young brown * following an adult in an overgrown area.,bear_7f3658460e_2
497,eval/images/parrot_a2a80072d4_1_00145.jpg,parrot,green and blue * is hovering over round white item.,parrot_a2a80072d4_1
